reltime/s,C/mA.h,C/A.h,Ewe/V,soc,soc_cell
9962.715577189983,0.0403080087052212,4.03080087052212e-05,0.475479453802108,0.46385888461926217,0.4002719556687822
9972.715769738948,0.0403484687960793,4.0348468796079295e-05,0.475517630577087,0.4633207206429738,0.3996699648500036
9982.71596228797,0.0403889286645712,4.03889286645712e-05,0.475536733865737,0.46278255962440185,0.3990679773397298
9992.716154836991,0.0404293880629043,4.04293880629043e-05,0.475479453802108,0.4622444048594623,0.3984659968247762
10002.716347385956,0.040469847621739,4.0469847621738994e-05,0.475574910640716,0.46170624795967385,0.3978640139217782
10012.716539934976,0.0405103074183178,4.05103074183178e-05,0.475326687097549,0.46116808789762576,0.39726202748147305
10022.716732483996,0.0405507672148299,4.05507672148299e-05,0.4753457903862,0.46062992783646495,0.39666004104216046
10032.71692503296,0.0405912270821912,4.05912270821912e-05,0.475212126970291,0.4600917668329313,0.39605805354870854
10042.717117582972,0.0406316875889047,4.06316875889047e-05,0.47528851032257,0.4595535973253059,0.3954560565425702
10052.717310131991,0.0406721479077445,4.06721479077445e-05,0.475097566843032,0.45901543031660863,0.39485406233173564
10062.717502680956,0.0407126082802168,4.07126082802168e-05,0.474963903427124,0.4584772625945399,0.394252067322923
10072.717695229978,0.0407530690247015,4.07530690247015e-05,0.475021183490753,0.45793908992429455,0.39365006677907444
10082.717887779,0.0407935294585108,4.07935294585108e-05,0.474792063236236,0.4574009213863758,0.39304807085765103
10092.718080327964,0.0408339899914529,4.08339899914529e-05,0.474753886461257,0.456862751529881,0.392446073461267
10102.718272876984,0.0408744500618759,4.08744500618759e-05,0.474734783172607,0.4563245878254021,0.3918440829465347
10112.718465425947,0.040914910567248,4.0914910567248e-05,0.474811166524887,0.45578641833561895,0.39124208596035476
10122.718657974969,0.0409553710711978,4.09553710711978e-05,0.474715709686279,0.4552482488647538,0.3906400889953365
10132.71885052399,0.0409958313782687,4.0995831378268695e-05,0.47448655962944,0.4547100820125961,0.39003809495960723
10142.719043072952,0.0410362917050758,4.10362917050758e-05,0.474371999502182,0.45417191489792497,0.3894361006302302
10152.719235621977,0.0410767517501527,4.10767517501527e-05,0.47450566291809,0.45363375153057717,0.3888341104926132
10162.719428171986,0.0411172120185469,4.11172120185469e-05,0.474448382854461,0.4530955851928622,0.3882321170323401
10172.719620720947,0.041157672491137,4.1157672491137e-05,0.474467486143112,0.45255741613911593,0.3876301205339115
10182.71981326997,0.0411981330231634,4.11981330231634e-05,0.474200159311294,0.45201924629480095,0.3870281231511518
10192.720005818992,0.041238593518634,4.1238593518634e-05,0.474352896213531,0.4514810769367187,0.38642612631229256
10202.720198367955,0.0412790537088275,4.12790537088275e-05,0.474200159311294,0.45094291163915956,0.38582413401553906
10212.720390916977,0.0413195138051206,4.13195138051206e-05,0.474047422409057,0.4504047475905798,0.3852221431158952
10222.720583465998,0.0413599743278806,4.13599743278806e-05,0.474085599184036,0.4498665778695182,0.3846201458710069
10232.72077601496,0.0414004346877027,4.14004346877027e-05,0.474066495895385,0.449328410315711,0.38401815105041176
10242.720968563985,0.0414408956263793,4.14408956263793e-05,0.473951935768127,0.4487902350624985,0.3834161476172533
10252.721161112946,0.0414813565438123,4.1481356543812295e-05,0.473932832479476,0.4482520600918495,0.3828141445001707
10262.721353661967,0.0415218174043627,4.15218174043627e-05,0.473913758993148,0.4477138858778018,0.3822121422294232
